idx,label
v_HandStandPushups_g10_c01,HandStandPushups
v_YoYo_g14_c02,YoYo
v_PlayingDhol_g11_c01,PlayingDhol
v_CuttingInKitchen_g19_c02,CuttingInKitchen
v_RockClimbingIndoor_g15_c03,RockClimbingIndoor
v_BodyWeightSquats_g24_c02,BodyWeightSquats
v_BasketballDunk_g15_c03,BasketballDunk
v_TableTennisShot_g18_c01,TableTennisShot
v_HighJump_g16_c03,HighJump
v_MoppingFloor_g12_c04,MoppingFloor
v_Diving_g10_c04,Diving
v_SoccerJuggling_g13_c03,SoccerJuggling
v_BrushingTeeth_g19_c02,BrushingTeeth
v_SoccerJuggling_g11_c03,SoccerJuggling
v_Typing_g22_c01,Typing
v_RopeClimbing_g21_c04,RopeClimbing
v_IceDancing_g16_c02,IceDancing
v_SoccerJuggling_g19_c07,SoccerJuggling
v_BlowDryHair_g12_c06,BlowDryHair
v_SkateBoarding_g17_c03,SkateBoarding
v_RopeClimbing_g21_c03,RopeClimbing
v_BenchPress_g13_c02,BenchPress
v_Basketball_g17_c04,Basketball
v_ApplyLipstick_g08_c04,ApplyLipstick
v_ApplyEyeMakeup_g12_c01,ApplyEyeMakeup
v_BrushingTeeth_g24_c03,BrushingTeeth
v_RopeClimbing_g13_c06,RopeClimbing
v_TrampolineJumping_g16_c06,TrampolineJumping
v_BoxingSpeedBag_g13_c07,BoxingSpeedBag
v_PlayingDhol_g14_c04,PlayingDhol
v_JumpingJack_g22_c01,JumpingJack
v_BabyCrawling_g15_c01,BabyCrawling
v_WritingOnBoard_g16_c02,WritingOnBoard
v_PoleVault_g21_c01,PoleVault
v_Hammering_g22_c06,Hammering
v_FrisbeeCatch_g18_c02,FrisbeeCatch
v_BoxingPunchingBag_g23_c06,BoxingPunchingBag
v_JavelinThrow_g14_c03,JavelinThrow
v_PlayingDhol_g12_c01,PlayingDhol
v_PlayingViolin_g14_c02,PlayingViolin
v_TableTennisShot_g11_c03,TableTennisShot
v_HulaHoop_g12_c06,HulaHoop
v_BasketballDunk_g25_c02,BasketballDunk
v_PlayingSitar_g16_c06,PlayingSitar
v_Shotput_g14_c01,Shotput
v_MilitaryParade_g09_c07,MilitaryParade
v_MilitaryParade_g23_c01,MilitaryParade
v_BasketballDunk_g23_c01,BasketballDunk
v_HammerThrow_g17_c02,HammerThrow
v_PlayingFlute_g19_c04,PlayingFlute
v_CricketBowling_g25_c05,CricketBowling
v_PizzaTossing_g16_c01,PizzaTossing
v_UnevenBars_g17_c01,UnevenBars
v_PlayingDhol_g25_c06,PlayingDhol
v_PoleVault_g11_c01,PoleVault
v_PoleVault_g12_c07,PoleVault
v_Swing_g15_c04,Swing
v_RockClimbingIndoor_g17_c07,RockClimbingIndoor
v_TrampolineJumping_g24_c01,TrampolineJumping
v_CliffDiving_g18_c05,CliffDiving
v_TableTennisShot_g22_c07,TableTennisShot
v_Biking_g13_c02,Biking
v_TableTennisShot_g25_c03,TableTennisShot
v_HandstandWalking_g22_c01,HandstandWalking
v_PlayingSitar_g21_c02,PlayingSitar
v_BenchPress_g20_c01,BenchPress
v_BalanceBeam_g10_c04,BalanceBeam
v_ApplyLipstick_g21_c04,ApplyLipstick
v_StillRings_g24_c02,StillRings
v_BalanceBeam_g10_c01,BalanceBeam
v_PlayingFlute_g09_c01,PlayingFlute
v_StillRings_g23_c04,StillRings
v_JugglingBalls_g16_c01,JugglingBalls
v_CliffDiving_g22_c05,CliffDiving
v_PlayingGuitar_g18_c06,PlayingGuitar
v_MoppingFloor_g11_c02,MoppingFloor
v_FrontCrawl_g14_c02,FrontCrawl
v_PlayingFlute_g15_c03,PlayingFlute
v_BodyWeightSquats_g13_c01,BodyWeightSquats
v_StillRings_g22_c03,StillRings
v_LongJump_g11_c03,LongJump
v_Rafting_g13_c02,Rafting
v_BoxingSpeedBag_g18_c04,BoxingSpeedBag
v_Biking_g24_c05,Biking
v_BreastStroke_g25_c04,BreastStroke
v_PlayingDhol_g09_c03,PlayingDhol
v_ApplyLipstick_g20_c04,ApplyLipstick
v_Lunges_g19_c03,Lunges
v_BlowingCandles_g24_c01,BlowingCandles
v_MilitaryParade_g19_c04,MilitaryParade
v_FrisbeeCatch_g20_c01,FrisbeeCatch
v_HorseRiding_g20_c03,HorseRiding
v_Lunges_g24_c02,Lunges
v_Billiards_g10_c03,Billiards
v_SumoWrestling_g14_c03,SumoWrestling
v_Mixing_g25_c01,Mixing
v_StillRings_g21_c01,StillRings
v_PlayingSitar_g10_c01,PlayingSitar
v_SkateBoarding_g21_c01,SkateBoarding
v_HeadMassage_g21_c03,HeadMassage
v_CuttingInKitchen_g19_c04,CuttingInKitchen
v_WalkingWithDog_g13_c05,WalkingWithDog
v_Punch_g11_c06,Punch
v_ThrowDiscus_g15_c02,ThrowDiscus
v_BodyWeightSquats_g09_c05,BodyWeightSquats
v_Diving_g24_c05,Diving
v_LongJump_g10_c02,LongJump
v_HulaHoop_g21_c04,HulaHoop
v_RockClimbingIndoor_g24_c04,RockClimbingIndoor
v_ThrowDiscus_g23_c02,ThrowDiscus
v_UnevenBars_g21_c03,UnevenBars
v_Drumming_g14_c06,Drumming
v_Mixing_g12_c04,Mixing
v_TennisSwing_g11_c06,TennisSwing
v_CliffDiving_g12_c04,CliffDiving
v_ApplyEyeMakeup_g13_c06,ApplyEyeMakeup
v_ApplyLipstick_g18_c02,ApplyLipstick
v_BoxingPunchingBag_g09_c01,BoxingPunchingBag
v_Rowing_g10_c04,Rowing
v_Fencing_g09_c06,Fencing
v_RopeClimbing_g12_c02,RopeClimbing
v_PommelHorse_g23_c04,PommelHorse
v_PlayingCello_g10_c07,PlayingCello
v_JugglingBalls_g14_c02,JugglingBalls
v_SoccerPenalty_g16_c03,SoccerPenalty
v_PlayingFlute_g11_c02,PlayingFlute
v_GolfSwing_g21_c03,GolfSwing
v_WallPushups_g09_c03,WallPushups
v_HandStandPushups_g14_c02,HandStandPushups
v_Mixing_g18_c01,Mixing
v_WritingOnBoard_g20_c04,WritingOnBoard
v_HandStandPushups_g20_c07,HandStandPushups
v_Biking_g21_c07,Biking
v_Basketball_g16_c02,Basketball
v_YoYo_g12_c01,YoYo
v_BlowingCandles_g11_c02,BlowingCandles
v_ThrowDiscus_g14_c04,ThrowDiscus
v_Shotput_g19_c02,Shotput
v_BoxingSpeedBag_g16_c01,BoxingSpeedBag
v_Rowing_g16_c04,Rowing
v_SkateBoarding_g25_c02,SkateBoarding
v_ApplyEyeMakeup_g14_c05,ApplyEyeMakeup
v_Typing_g21_c03,Typing
v_PlayingSitar_g15_c04,PlayingSitar
v_Bowling_g08_c07,Bowling
v_WallPushups_g18_c02,WallPushups
v_HorseRiding_g17_c01,HorseRiding
v_BaseballPitch_g23_c04,BaseballPitch
v_Bowling_g13_c04,Bowling
v_WritingOnBoard_g21_c01,WritingOnBoard
v_PushUps_g14_c03,PushUps
v_RopeClimbing_g10_c04,RopeClimbing
v_Kayaking_g16_c07,Kayaking
v_TrampolineJumping_g20_c02,TrampolineJumping
v_FloorGymnastics_g10_c04,FloorGymnastics
v_BoxingPunchingBag_g22_c01,BoxingPunchingBag
v_Billiards_g14_c06,Billiards
v_StillRings_g25_c03,StillRings
v_BalanceBeam_g21_c04,BalanceBeam
v_HammerThrow_g09_c04,HammerThrow
v_Rafting_g11_c04,Rafting
v_PlayingDaf_g15_c06,PlayingDaf
v_GolfSwing_g19_c02,GolfSwing
v_BenchPress_g25_c04,BenchPress
v_PlayingTabla_g12_c03,PlayingTabla
v_BoxingPunchingBag_g14_c06,BoxingPunchingBag
v_TableTennisShot_g11_c05,TableTennisShot
v_BaseballPitch_g09_c04,BaseballPitch
v_Knitting_g14_c03,Knitting
v_SalsaSpin_g14_c06,SalsaSpin
v_Skiing_g20_c01,Skiing
v_HorseRace_g09_c01,HorseRace
v_Skiing_g10_c01,Skiing
v_HighJump_g15_c03,HighJump
v_CuttingInKitchen_g25_c06,CuttingInKitchen
v_Knitting_g23_c03,Knitting
v_CricketBowling_g12_c01,CricketBowling
v_WallPushups_g12_c02,WallPushups
v_FieldHockeyPenalty_g09_c04,FieldHockeyPenalty
v_HammerThrow_g19_c05,HammerThrow
v_Drumming_g08_c02,Drumming
v_BreastStroke_g23_c04,BreastStroke
v_FrisbeeCatch_g13_c04,FrisbeeCatch
v_SalsaSpin_g09_c02,SalsaSpin
v_Mixing_g21_c03,Mixing
v_Typing_g11_c05,Typing
v_PlayingSitar_g11_c01,PlayingSitar
v_JumpRope_g20_c03,JumpRope
v_Mixing_g12_c02,Mixing
v_Biking_g20_c02,Biking
v_HorseRace_g09_c03,HorseRace
v_PlayingSitar_g25_c04,PlayingSitar
v_Skijet_g08_c02,Skijet
v_Bowling_g14_c04,Bowling
v_VolleyballSpiking_g21_c04,VolleyballSpiking
v_BodyWeightSquats_g15_c01,BodyWeightSquats
v_PlayingSitar_g24_c04,PlayingSitar
v_SalsaSpin_g22_c02,SalsaSpin
v_FrisbeeCatch_g19_c01,FrisbeeCatch
v_HorseRace_g18_c02,HorseRace
v_JugglingBalls_g15_c04,JugglingBalls
v_BreastStroke_g21_c04,BreastStroke
v_FloorGymnastics_g11_c03,FloorGymnastics
v_ShavingBeard_g21_c05,ShavingBeard
v_PlayingGuitar_g18_c03,PlayingGuitar
v_Knitting_g18_c03,Knitting
v_PlayingDaf_g25_c05,PlayingDaf
v_TrampolineJumping_g09_c06,TrampolineJumping
v_Hammering_g15_c06,Hammering
v_HammerThrow_g16_c03,HammerThrow
v_CricketBowling_g10_c03,CricketBowling
v_PlayingFlute_g10_c04,PlayingFlute
v_ShavingBeard_g20_c03,ShavingBeard
v_Archery_g11_c07,Archery
v_SoccerPenalty_g12_c04,SoccerPenalty
v_SkateBoarding_g23_c02,SkateBoarding
v_Hammering_g15_c02,Hammering
v_Skiing_g24_c03,Skiing
v_BandMarching_g08_c05,BandMarching
v_CleanAndJerk_g15_c03,CleanAndJerk
v_Rowing_g18_c01,Rowing
v_BlowDryHair_g14_c03,BlowDryHair
v_Bowling_g24_c02,Bowling
v_Diving_g13_c06,Diving
v_ParallelBars_g08_c04,ParallelBars
v_PlayingFlute_g14_c01,PlayingFlute
v_Fencing_g15_c01,Fencing
v_CricketShot_g15_c02,CricketShot
v_SumoWrestling_g19_c05,SumoWrestling
v_Rafting_g19_c05,Rafting
v_WritingOnBoard_g16_c06,WritingOnBoard
v_Surfing_g10_c06,Surfing
v_Rowing_g19_c05,Rowing
v_CricketShot_g23_c03,CricketShot
v_Lunges_g25_c03,Lunges
v_Rowing_g22_c04,Rowing
v_JumpRope_g23_c03,JumpRope
v_FrontCrawl_g24_c05,FrontCrawl
v_IceDancing_g16_c01,IceDancing
v_ApplyEyeMakeup_g18_c05,ApplyEyeMakeup
v_PlayingPiano_g13_c02,PlayingPiano
v_Knitting_g21_c03,Knitting
v_Haircut_g23_c04,Haircut
v_JavelinThrow_g10_c02,JavelinThrow
v_Diving_g19_c03,Diving
v_HighJump_g20_c05,HighJump
v_BreastStroke_g13_c03,BreastStroke
v_StillRings_g14_c03,StillRings
v_PommelHorse_g23_c02,PommelHorse
v_FloorGymnastics_g20_c02,FloorGymnastics
v_GolfSwing_g10_c04,GolfSwing
v_HammerThrow_g24_c01,HammerThrow
v_CricketShot_g13_c07,CricketShot
v_Skijet_g10_c02,Skijet
v_Lunges_g24_c01,Lunges
v_PommelHorse_g25_c02,PommelHorse
v_BreastStroke_g24_c04,BreastStroke
v_PlayingFlute_g17_c07,PlayingFlute
v_Lunges_g12_c03,Lunges
v_SoccerPenalty_g16_c05,SoccerPenalty
v_Billiards_g08_c03,Billiards
v_HorseRace_g15_c02,HorseRace
v_ApplyEyeMakeup_g21_c02,ApplyEyeMakeup
v_TableTennisShot_g23_c05,TableTennisShot
v_Rafting_g25_c04,Rafting
v_SkateBoarding_g12_c05,SkateBoarding
v_CricketBowling_g24_c02,CricketBowling
v_BoxingSpeedBag_g12_c04,BoxingSpeedBag
v_BrushingTeeth_g09_c01,BrushingTeeth
v_BreastStroke_g19_c04,BreastStroke
v_BoxingSpeedBag_g24_c02,BoxingSpeedBag
v_Kayaking_g20_c05,Kayaking
v_BlowingCandles_g20_c01,BlowingCandles
v_Nunchucks_g20_c01,Nunchucks
v_StillRings_g15_c01,StillRings
v_TennisSwing_g17_c03,TennisSwing
v_SoccerJuggling_g20_c06,SoccerJuggling
v_Shotput_g11_c05,Shotput
v_CricketBowling_g09_c03,CricketBowling
v_BlowingCandles_g21_c02,BlowingCandles
v_FloorGymnastics_g13_c02,FloorGymnastics
v_StillRings_g10_c06,StillRings
v_SkateBoarding_g09_c04,SkateBoarding
v_Rowing_g11_c02,Rowing
v_SalsaSpin_g16_c04,SalsaSpin
v_Bowling_g09_c06,Bowling
v_HandstandWalking_g25_c02,HandstandWalking
v_SumoWrestling_g08_c02,SumoWrestling
v_RockClimbingIndoor_g09_c01,RockClimbingIndoor
v_Mixing_g25_c03,Mixing
v_SkyDiving_g21_c04,SkyDiving
v_Archery_g19_c04,Archery
v_Biking_g13_c04,Biking
v_PommelHorse_g24_c02,PommelHorse
v_HulaHoop_g24_c03,HulaHoop
v_HighJump_g16_c02,HighJump
v_SalsaSpin_g20_c01,SalsaSpin
v_PlayingGuitar_g10_c03,PlayingGuitar
v_BoxingPunchingBag_g20_c06,BoxingPunchingBag
v_PlayingGuitar_g09_c04,PlayingGuitar
v_StillRings_g15_c02,StillRings
v_PlayingGuitar_g11_c05,PlayingGuitar
v_Archery_g23_c04,Archery
v_CliffDiving_g13_c02,CliffDiving
v_RockClimbingIndoor_g12_c02,RockClimbingIndoor
v_TennisSwing_g09_c03,TennisSwing
v_Skijet_g16_c04,Skijet
v_PizzaTossing_g21_c03,PizzaTossing
v_Archery_g17_c02,Archery
v_ThrowDiscus_g24_c03,ThrowDiscus
v_SalsaSpin_g14_c03,SalsaSpin
v_SkateBoarding_g25_c05,SkateBoarding
v_Hammering_g14_c03,Hammering
v_IceDancing_g09_c01,IceDancing
v_Drumming_g13_c05,Drumming
v_BandMarching_g20_c01,BandMarching
v_PlayingGuitar_g10_c04,PlayingGuitar
v_RopeClimbing_g08_c03,RopeClimbing
v_PizzaTossing_g16_c03,PizzaTossing
v_SoccerJuggling_g17_c02,SoccerJuggling
v_IceDancing_g22_c04,IceDancing
v_HorseRiding_g12_c05,HorseRiding
v_TennisSwing_g19_c01,TennisSwing
v_PommelHorse_g17_c02,PommelHorse
v_HandstandWalking_g17_c03,HandstandWalking
v_Bowling_g23_c05,Bowling
v_SalsaSpin_g09_c01,SalsaSpin
v_Punch_g19_c07,Punch
v_HammerThrow_g13_c07,HammerThrow
v_CricketBowling_g25_c01,CricketBowling
v_Drumming_g25_c06,Drumming
v_Swing_g19_c03,Swing
v_PlayingViolin_g20_c02,PlayingViolin
v_Billiards_g11_c02,Billiards
v_BrushingTeeth_g14_c01,BrushingTeeth
v_BasketballDunk_g13_c01,BasketballDunk
v_HorseRiding_g22_c02,HorseRiding
v_PlayingViolin_g15_c03,PlayingViolin
v_ThrowDiscus_g18_c06,ThrowDiscus
v_Diving_g20_c06,Diving
v_FieldHockeyPenalty_g20_c02,FieldHockeyPenalty
v_ApplyLipstick_g22_c03,ApplyLipstick
v_PlayingDaf_g14_c01,PlayingDaf
v_SoccerPenalty_g25_c03,SoccerPenalty
v_HorseRace_g17_c02,HorseRace
v_BalanceBeam_g12_c04,BalanceBeam
v_SoccerJuggling_g09_c01,SoccerJuggling
v_FieldHockeyPenalty_g09_c05,FieldHockeyPenalty
v_Haircut_g21_c04,Haircut
v_Typing_g14_c07,Typing
v_Hammering_g12_c01,Hammering
v_TableTennisShot_g16_c01,TableTennisShot
v_MilitaryParade_g22_c01,MilitaryParade
v_Billiards_g24_c01,Billiards
v_Hammering_g13_c07,Hammering
v_CricketShot_g14_c01,CricketShot
v_BodyWeightSquats_g19_c03,BodyWeightSquats
v_TaiChi_g22_c01,TaiChi
v_HorseRace_g13_c03,HorseRace
v_Lunges_g25_c02,Lunges
v_Shotput_g14_c03,Shotput
v_HorseRiding_g14_c03,HorseRiding
v_PlayingCello_g11_c03,PlayingCello
v_CricketBowling_g17_c01,CricketBowling
v_Hammering_g24_c03,Hammering
v_SkyDiving_g09_c03,SkyDiving
v_Punch_g21_c03,Punch
v_Skijet_g18_c01,Skijet
v_PizzaTossing_g09_c04,PizzaTossing
v_JumpRope_g25_c01,JumpRope
v_PlayingDaf_g08_c03,PlayingDaf
v_UnevenBars_g25_c03,UnevenBars
v_StillRings_g11_c04,StillRings
v_PlayingPiano_g09_c03,PlayingPiano
v_Kayaking_g12_c03,Kayaking
v_BlowDryHair_g11_c06,BlowDryHair
v_TennisSwing_g08_c01,TennisSwing
v_HammerThrow_g11_c01,HammerThrow
v_BenchPress_g15_c05,BenchPress
v_SalsaSpin_g16_c02,SalsaSpin
v_PullUps_g21_c02,PullUps
v_Punch_g18_c07,Punch
v_Mixing_g11_c05,Mixing
v_PoleVault_g14_c01,PoleVault
v_HeadMassage_g24_c02,HeadMassage
v_PlayingDaf_g14_c03,PlayingDaf
v_CricketShot_g14_c07,CricketShot
v_Fencing_g17_c01,Fencing
v_Punch_g15_c03,Punch
v_Haircut_g23_c06,Haircut
v_TennisSwing_g25_c01,TennisSwing
v_Haircut_g09_c03,Haircut
v_PlayingPiano_g11_c01,PlayingPiano
v_BandMarching_g21_c06,BandMarching
v_Drumming_g24_c04,Drumming
v_CricketBowling_g08_c02,CricketBowling
v_TrampolineJumping_g20_c03,TrampolineJumping
v_BlowDryHair_g11_c03,BlowDryHair
v_WallPushups_g14_c02,WallPushups
v_YoYo_g15_c01,YoYo
v_WallPushups_g15_c01,WallPushups
v_BaseballPitch_g19_c03,BaseballPitch
v_SoccerPenalty_g22_c04,SoccerPenalty
v_WallPushups_g22_c01,WallPushups
v_Biking_g17_c03,Biking
v_BoxingPunchingBag_g12_c02,BoxingPunchingBag
v_PlayingGuitar_g14_c06,PlayingGuitar
v_PommelHorse_g18_c03,PommelHorse
v_BodyWeightSquats_g20_c05,BodyWeightSquats
v_PlayingTabla_g25_c01,PlayingTabla
v_Biking_g08_c01,Biking
v_Surfing_g15_c03,Surfing
v_MilitaryParade_g25_c06,MilitaryParade
v_UnevenBars_g13_c03,UnevenBars
v_IceDancing_g22_c06,IceDancing
v_Kayaking_g19_c02,Kayaking
v_HulaHoop_g20_c01,HulaHoop
v_Archery_g25_c05,Archery
v_Haircut_g20_c03,Haircut
v_Shotput_g22_c04,Shotput
v_PlayingCello_g22_c01,PlayingCello
v_HorseRace_g18_c06,HorseRace
v_BrushingTeeth_g25_c05,BrushingTeeth
v_PlayingGuitar_g23_c01,PlayingGuitar
v_HorseRace_g16_c04,HorseRace
v_YoYo_g09_c05,YoYo
v_TrampolineJumping_g19_c06,TrampolineJumping
v_JavelinThrow_g13_c02,JavelinThrow
v_Haircut_g08_c01,Haircut
v_Typing_g16_c03,Typing
v_JumpRope_g12_c02,JumpRope
v_BrushingTeeth_g13_c01,BrushingTeeth
v_Swing_g15_c02,Swing
v_ParallelBars_g12_c01,ParallelBars
v_JumpingJack_g10_c02,JumpingJack
v_FloorGymnastics_g12_c04,FloorGymnastics
v_PoleVault_g21_c04,PoleVault
v_ShavingBeard_g11_c03,ShavingBeard
v_BlowDryHair_g16_c03,BlowDryHair
v_BandMarching_g14_c05,BandMarching
v_Kayaking_g09_c02,Kayaking
v_WalkingWithDog_g20_c05,WalkingWithDog
v_BrushingTeeth_g11_c01,BrushingTeeth
v_CricketBowling_g16_c02,CricketBowling
v_HighJump_g17_c04,HighJump
v_Skijet_g14_c01,Skijet
v_CricketBowling_g16_c01,CricketBowling
v_BabyCrawling_g22_c05,BabyCrawling
v_PlayingTabla_g13_c05,PlayingTabla
v_WallPushups_g18_c04,WallPushups
v_FrontCrawl_g18_c03,FrontCrawl
v_GolfSwing_g18_c06,GolfSwing
v_RopeClimbing_g09_c01,RopeClimbing
v_Bowling_g19_c07,Bowling
v_Haircut_g08_c04,Haircut
v_SkyDiving_g17_c05,SkyDiving
v_Shotput_g12_c04,Shotput
v_Basketball_g20_c05,Basketball
v_PlayingCello_g24_c04,PlayingCello
v_HorseRiding_g19_c01,HorseRiding
v_RockClimbingIndoor_g16_c04,RockClimbingIndoor
v_Haircut_g23_c07,Haircut
v_Punch_g14_c01,Punch
v_BenchPress_g19_c05,BenchPress
v_SoccerJuggling_g13_c05,SoccerJuggling
v_BaseballPitch_g24_c06,BaseballPitch
v_PoleVault_g13_c05,PoleVault
v_MoppingFloor_g20_c03,MoppingFloor
v_BodyWeightSquats_g16_c04,BodyWeightSquats
v_PlayingGuitar_g25_c03,PlayingGuitar
v_Archery_g12_c02,Archery
v_BasketballDunk_g11_c01,BasketballDunk
v_SoccerJuggling_g24_c01,SoccerJuggling
v_HorseRace_g25_c01,HorseRace
v_Lunges_g11_c02,Lunges
v_SalsaSpin_g16_c01,SalsaSpin
v_ParallelBars_g22_c04,ParallelBars
v_Basketball_g15_c05,Basketball
v_WritingOnBoard_g16_c05,WritingOnBoard
v_ApplyEyeMakeup_g13_c04,ApplyEyeMakeup
v_Surfing_g20_c05,Surfing
v_BalanceBeam_g22_c03,BalanceBeam
v_BlowDryHair_g20_c05,BlowDryHair
v_HorseRiding_g21_c02,HorseRiding
v_JumpingJack_g25_c01,JumpingJack
v_SumoWrestling_g08_c03,SumoWrestling
v_PlayingViolin_g15_c02,PlayingViolin
v_WalkingWithDog_g09_c03,WalkingWithDog
v_BasketballDunk_g09_c02,BasketballDunk
v_SoccerPenalty_g12_c03,SoccerPenalty
v_RockClimbingIndoor_g14_c03,RockClimbingIndoor
v_TableTennisShot_g20_c07,TableTennisShot
v_CricketBowling_g18_c06,CricketBowling
v_JumpingJack_g08_c02,JumpingJack
v_SkyDiving_g17_c01,SkyDiving
v_Hammering_g22_c02,Hammering
v_Punch_g17_c03,Punch
v_RockClimbingIndoor_g09_c03,RockClimbingIndoor
v_PlayingFlute_g11_c06,PlayingFlute
v_BasketballDunk_g17_c02,BasketballDunk
v_BalanceBeam_g20_c04,BalanceBeam
v_BlowingCandles_g08_c03,BlowingCandles
v_HandStandPushups_g21_c04,HandStandPushups
v_Lunges_g22_c03,Lunges
v_BlowingCandles_g24_c02,BlowingCandles
v_HandStandPushups_g17_c04,HandStandPushups
v_Archery_g20_c03,Archery
v_PlayingTabla_g11_c03,PlayingTabla
v_MilitaryParade_g14_c05,MilitaryParade
v_SumoWrestling_g11_c02,SumoWrestling
v_FieldHockeyPenalty_g20_c03,FieldHockeyPenalty
v_YoYo_g11_c02,YoYo
v_JumpingJack_g19_c07,JumpingJack
v_PlayingCello_g17_c07,PlayingCello
v_BlowingCandles_g16_c01,BlowingCandles
v_PoleVault_g22_c04,PoleVault
v_BodyWeightSquats_g15_c02,BodyWeightSquats
v_FloorGymnastics_g09_c04,FloorGymnastics
v_YoYo_g11_c05,YoYo
v_BasketballDunk_g22_c03,BasketballDunk
v_CricketBowling_g12_c06,CricketBowling
v_TrampolineJumping_g10_c05,TrampolineJumping
v_ApplyLipstick_g22_c02,ApplyLipstick
v_Diving_g09_c01,Diving
v_Archery_g23_c07,Archery
v_BaseballPitch_g13_c03,BaseballPitch
v_TableTennisShot_g20_c06,TableTennisShot
v_BlowingCandles_g19_c03,BlowingCandles
v_Shotput_g23_c05,Shotput
v_Nunchucks_g23_c02,Nunchucks
v_Knitting_g10_c07,Knitting
v_Punch_g18_c02,Punch
v_BasketballDunk_g17_c03,BasketballDunk
v_GolfSwing_g08_c04,GolfSwing
v_JumpingJack_g18_c03,JumpingJack
v_TableTennisShot_g23_c03,TableTennisShot
v_GolfSwing_g14_c03,GolfSwing
v_PoleVault_g10_c06,PoleVault
v_HammerThrow_g10_c04,HammerThrow
v_SoccerPenalty_g17_c04,SoccerPenalty
v_HammerThrow_g18_c03,HammerThrow
v_TrampolineJumping_g17_c02,TrampolineJumping
v_PlayingFlute_g09_c06,PlayingFlute
v_BalanceBeam_g10_c03,BalanceBeam
v_ApplyEyeMakeup_g09_c06,ApplyEyeMakeup
v_BenchPress_g09_c06,BenchPress
v_CliffDiving_g24_c01,CliffDiving
v_FloorGymnastics_g23_c03,FloorGymnastics
v_BandMarching_g23_c02,BandMarching
v_Skiing_g12_c02,Skiing
v_PushUps_g19_c01,PushUps
v_CricketBowling_g18_c05,CricketBowling
v_RockClimbingIndoor_g22_c07,RockClimbingIndoor
v_HeadMassage_g08_c02,HeadMassage
v_FieldHockeyPenalty_g16_c01,FieldHockeyPenalty
v_PlayingSitar_g16_c01,PlayingSitar
v_Basketball_g17_c01,Basketball
v_MoppingFloor_g17_c02,MoppingFloor
v_Typing_g19_c03,Typing
v_Drumming_g24_c02,Drumming
v_FloorGymnastics_g17_c04,FloorGymnastics
v_CleanAndJerk_g12_c01,CleanAndJerk
v_BaseballPitch_g18_c06,BaseballPitch
v_FieldHockeyPenalty_g09_c02,FieldHockeyPenalty
v_Billiards_g19_c02,Billiards
v_PlayingCello_g15_c04,PlayingCello
v_BasketballDunk_g21_c02,BasketballDunk
v_ThrowDiscus_g14_c03,ThrowDiscus
v_MoppingFloor_g23_c02,MoppingFloor
v_Typing_g09_c01,Typing
v_MilitaryParade_g11_c01,MilitaryParade
v_Drumming_g22_c02,Drumming
v_Lunges_g14_c02,Lunges
v_Bowling_g15_c07,Bowling
v_StillRings_g08_c04,StillRings
v_Kayaking_g14_c02,Kayaking
v_Haircut_g14_c04,Haircut
v_Kayaking_g21_c03,Kayaking
v_ApplyEyeMakeup_g10_c03,ApplyEyeMakeup
v_PlayingViolin_g18_c03,PlayingViolin
v_SalsaSpin_g23_c01,SalsaSpin
v_Diving_g08_c04,Diving
v_RockClimbingIndoor_g21_c04,RockClimbingIndoor
v_GolfSwing_g13_c04,GolfSwing
v_BodyWeightSquats_g25_c02,BodyWeightSquats
v_LongJump_g10_c04,LongJump
v_PlayingDaf_g22_c04,PlayingDaf
v_FrisbeeCatch_g16_c04,FrisbeeCatch
v_MilitaryParade_g15_c01,MilitaryParade
v_JumpRope_g24_c02,JumpRope
v_BodyWeightSquats_g23_c02,BodyWeightSquats
v_Drumming_g21_c02,Drumming
v_Nunchucks_g20_c02,Nunchucks
v_HorseRiding_g16_c04,HorseRiding
v_MoppingFloor_g22_c03,MoppingFloor
v_HandStandPushups_g25_c06,HandStandPushups
v_Typing_g12_c01,Typing
v_Billiards_g13_c05,Billiards
v_Fencing_g10_c03,Fencing
v_PlayingGuitar_g10_c05,PlayingGuitar
v_FieldHockeyPenalty_g17_c04,FieldHockeyPenalty
v_BasketballDunk_g16_c06,BasketballDunk
v_Knitting_g24_c03,Knitting
v_YoYo_g14_c04,YoYo
v_VolleyballSpiking_g09_c01,VolleyballSpiking
v_RockClimbingIndoor_g17_c03,RockClimbingIndoor
v_BaseballPitch_g11_c03,BaseballPitch
v_FrontCrawl_g11_c03,FrontCrawl
v_JavelinThrow_g19_c02,JavelinThrow
v_SkyDiving_g24_c02,SkyDiving
v_PlayingTabla_g10_c01,PlayingTabla
v_Knitting_g25_c04,Knitting
v_SalsaSpin_g12_c06,SalsaSpin
v_ApplyLipstick_g25_c01,ApplyLipstick
v_BandMarching_g11_c06,BandMarching
v_TaiChi_g18_c04,TaiChi
v_Bowling_g09_c05,Bowling
v_FieldHockeyPenalty_g25_c05,FieldHockeyPenalty
v_Biking_g23_c03,Biking
v_BoxingPunchingBag_g23_c04,BoxingPunchingBag
v_PlayingGuitar_g20_c01,PlayingGuitar
v_PommelHorse_g11_c01,PommelHorse
v_TableTennisShot_g24_c02,TableTennisShot
v_HorseRace_g21_c03,HorseRace
v_TaiChi_g12_c03,TaiChi
v_ApplyLipstick_g22_c01,ApplyLipstick
v_BreastStroke_g14_c04,BreastStroke
